t_s,thrust_N,current_A,temp_C,injected_anomaly,flag_overcurrent,temp_rate_C_per_hr,flag_thermal,flag_dropout,flag_any
1380,0.0398763764143449,1.7687102353785882,45.42075500334377,False,False,0.0,False,False,False
1440,0.0396573377422695,1.7749739908642286,45.32227661978259,False,False,0.0,False,False,False
1500,0.0397182931596094,1.699952695468725,45.09253591559892,False,False,0.0,False,False,False
1560,0.0404258473484426,1.846534958686982,44.79578268102376,False,False,0.0,False,False,False
1620,0.0402923552514912,1.8643460551658584,44.652716015563314,False,False,0.0,False,False,False
1680,0.0403301860892767,1.762127415912753,45.70738308668072,False,False,0.0,False,False,False
1740,0.0403446568024063,1.8188029628610205,45.44706211356675,False,False,0.0,False,False,False
1800,0.0417133180806963,1.7856608143700212,44.720237518506806,False,False,-0.06881644692228406,False,False,False
1860,0.0396748679868923,1.817726793952376,45.08903517062216,False,False,-0.14421767327776536,False,False,False
1920,0.0395902058167427,1.7661108289746044,44.92129139442165,False,False,-0.19845690135059613,False,False,False
1980,0.0393489818174017,1.7522950415712677,44.50947324246485,False,False,-0.3227226205546003,False,False,False
2040,0.0404927835380604,1.8568120438452824,45.16463393803194,False,False,-0.5168061314351462,False,False,False
2100,0.0409031778341767,1.7965509884032775,44.870291572005264,False,False,-0.6898806580788062,False,False,False
2160,0.0399088420338761,1.909193883346088,44.60399922538058,False,False,-0.4765167846048257,False,False,False
2220,0.0393278748184299,1.802500738098884,44.34293093586112,False,False,-0.5033936791043061,False,False,False
2280,0.039340415027447,1.7499917858210734,44.30282511723273,False,False,-0.37443801295782464,False,False,False
2340,0.0405204742302597,1.866254807327541,44.901243457891816,False,False,-0.12715582717753193,False,False,False
2400,0.0405946033369627,1.834063208863885,45.04663869093024,False,False,-0.23291443681290502,False,False,False
2460,0.0404345234146441,1.839251134639607,44.65376542546511,False,False,-0.08752457538845704,False,False,False
2520,0.039467592234169,1.864292436658868,45.419015198778446,False,False,0.019331054023240313,False,False,False
2580,0.0401857290584533,1.7647490001323272,45.06310186846192,False,False,0.11340889762840334,False,False,False
2640,0.0400933486473125,1.7931283213147946,45.386547449056295,False,False,0.13866637088494826,False,False,False
2700,0.0401749508773832,1.7907417090996591,45.008879053066686,False,False,0.31958073951953736,False,False,False
2760,0.0406971430223585,1.7302996870065566,44.70900528496055,False,False,0.24494706670731148,False,False,False
2820,0.0401788764390197,1.7857661318914548,45.16185254253698,False,False,0.28374861445249167,False,False,False
2880,0.0405431308504575,1.8721644907253483,44.47568615536208,False,False,0.047262966728908395,False,False,False
2940,0.0400540632555911,1.812816257604868,45.37897232609313,False,False,-0.021028795111533327,False,False,False
3000,0.0402312955189519,1.7273126882963707,44.6429081169218,False,False,-0.1431663995110597,False,False,False
3060,0.0405050305806708,1.7159846717700935,45.57282863784866,False,False,-0.29691644928608696,False,False,False
3120,0.0388342753441154,1.889897907172407,44.94671415586455,False,False,-0.1975651581273894,False,False,False
3180,0.0397442630269141,1.795122773446223,45.64943844154403,False,False,0.11511049581670818,False,False,False
3240,0.0396237018765657,1.7650398488921126,44.55908974349848,False,False,0.22199001498847792,False,False,False
3300,0.0394888977214053,1.785204444695562,44.7837461418318,False,False,0.07688808360643407,False,False,False
3360,0.0397798861990186,1.7202253812668642,45.31532812002406,False,False,0.32250508996482097,False,False,False
3420,0.0411959530489875,1.876847138073628,45.71233884771672,False,False,0.28102732626889804,False,False,False
3480,0.0393073351074454,1.7787751413703543,45.96262440956438,False,False,0.5394347968469759,False,False,False
3540,0.0407746226836731,1.873839682497875,45.15223269165092,False,False,0.5256790065029975,False,False,False
3600,0.0386537041827073,1.8027891925801551,46.05265207960743,False,False,0.7159492212054204,False,False,False
3660,0.0397320919760113,1.877194726626696,44.9911766437049,False,False,0.5984650647184964,False,False,False
3720,0.040130202452084,1.8138615029483267,45.68762238420267,False,False,0.4910284688041031,False,False,False
3780,0.0404689778650874,1.84607456379493,44.66937772894509,False,False,0.4870627640170966,False,False,False
3840,0.0405689812638342,1.8388310244887704,45.352798135259945,False,False,0.47452889066228465,False,False,False
3900,0.0406346777881599,1.8336577175776063,43.97408101580366,False,False,0.6267102753152329,False,False,False
3960,0.0397210199422012,1.8187884617678665,44.58636168480889,False,False,0.472760598640221,False,False,False
4020,0.0396301185658683,1.7874260613297586,45.3827252440794,False,False,0.5431082921895012,False,False,False
4080,0.0406863807050057,1.9034334733449343,44.495397073342325,False,False,0.24125078232157193,False,False,False
4140,0.0398469565400947,1.751025402804821,45.36732095924074,False,False,0.18178380403972483,False,False,False
4200,0.0389794509413296,1.800232612686531,45.609304868655904,False,False,0.003259128037257142,False,False,False
4260,0.0390933702287972,1.8008038372612103,44.90764536629415,False,False,0.20404888891614803,False,False,False
4320,0.0392644381711987,1.8217318006805503,44.67605863921976,False,False,0.30987514946143335,False,False,False
4380,0.040397728595243,1.776808477121697,44.92567146353306,False,False,0.0732814448156347,False,False,False
4440,0.0401139405888564,1.8169963005018377,44.6820882662719,False,False,0.3418483552356264,False,False,False
4500,0.0405523882832542,1.7908825003990398,45.1166173012596,False,False,0.13612654735489116,False,False,False
4560,0.0396581978829307,1.7145745640583534,45.22049904711516,False,False,0.26982947680799896,False,False,False
4620,0.0401268317528613,1.8005158234578698,45.01867832752629,False,False,0.03648423877903895,False,False,False
4680,0.0405004723151738,1.7405694720163718,46.01109266357167,False,False,0.23957680873051856,False,False,False
4740,0.0397525227682238,1.7063431688277595,44.81644078803834,False,False,0.29249800536152293,False,False,False
4800,0.0403654201900459,1.807391159317227,45.87408894191305,False,False,0.6721658024239758,False,False,False
4860,0.0394704592471466,1.8263457004690569,44.65998238853291,False,False,0.6897472595096446,False,False,False
4920,0.0397095569227479,1.8284416942736472,45.2192204460633,False,False,0.6182399108223962,False,False,False
4980,0.0396946096848013,1.8306272181790637,45.776614019770136,False,False,0.5853208792696876,False,False,False
5040,0.0390433282835287,1.695640192869207,45.75296954602632,False,False,0.0709626953584177,False,False,False
5100,0.0403895779846284,1.726505085892997,44.97939167545312,False,False,0.25430530673749274,False,False,False
5160,0.0396244781278378,1.9065701575879384,45.46928513874247,False,False,0.023921722287212788,False,False,False
5220,0.0400099952949821,1.74345072695584,45.40456947494248,False,False,0.29600542006056685,False,False,False
5280,0.0403845973271247,1.8329854156813807,44.92623999821756,False,False,0.2016409641129968,False,False,False
5340,0.0403572249408239,1.7629053684300444,45.50641421049154,False,False,0.35101737240518105,False,False,False
5400,0.0405323080871782,1.8043023279204484,46.13191498234725,False,False,-0.06249837310083706,False,False,False
5460,0.0399212116123924,1.765804273077226,45.438748883255954,False,False,0.1919422180026089,False,False,False
5520,0.0396613613503646,1.8303232223494608,45.48830639466354,False,False,0.18501188436178495,False,False,False
5580,0.0399362254312748,1.8073858023351017,45.54343534863213,False,False,0.15428731146018038,False,False,False
5640,0.0386501324528335,1.7757923522232115,44.47909921025777,False,False,0.7223801834898325,False,False,False
5700,0.0388423100220615,1.7432907055372415,45.44192950494205,False,False,0.5969006840983297,False,False,False
5760,0.0389418403101164,1.814459806664596,44.70566703532321,False,False,0.42976280746111684,False,False,False
5820,0.0392022025379188,1.7345131848517,44.92133300679714,False,False,0.519016563134258,False,False,False
5880,0.0403198193813787,1.8230839762745248,46.29947702214386,False,False,0.5743852827466753,False,False,False
5940,0.0392756167557119,1.9418301850879929,45.09410498112377,False,False,0.4156284323971846,False,False,False
6000,0.0396974699567684,1.8729091827681488,44.85287838820963,False,False,0.8252325925360537,False,False,False
6060,0.0410393826382288,1.838790785892285,45.801486384211,False,False,0.5594389334621752,False,False,False
6120,0.0397149888231508,1.795377205921978,44.75358624774269,False,False,0.3825870227792336,False,False,False
6180,0.0405900124547736,1.6953073581418097,45.00594483147261,False,False,0.5732433703990409,False,False,False
6240,0.0392531058559921,1.72859653462139,45.8564101419641,False,False,0.018722794836818935,False,False,False
6300,0.0398356499537059,1.8692708142295469,45.25549749502856,False,False,0.3126694475033247,False,False,False
6360,0.0392399823560715,1.757353171673262,44.45554484421488,False,False,0.27757065732504316,False,False,False
6420,0.0397287735392795,1.7622403866991416,45.51056782834302,False,False,0.32142690116688755,False,False,False
6480,0.0406722465099659,1.791054874313063,45.04256973456203,False,False,0.48959135212612637,False,False,False
6540,0.0386181436614461,1.742649502022286,46.01295807325397,False,False,0.2835097417236483,False,False,False
6600,0.0403475389148366,1.7337544883342118,44.94216851057536,False,False,-0.07043372429454564,False,False,False
6660,0.0401901884818658,1.797274400069803,45.77310462565895,False,False,-0.003943519442444199,False,False,False
6720,0.0395246800354425,1.7518574094477102,46.13757030938241,False,False,0.02118370029647565,False,False,False
6780,0.0388431537164892,1.7599849966919396,44.826479335697336,False,False,-0.07890468714111876,False,False,False
6840,0.0400577036061711,1.7578156845880617,45.1575740916276,False,False,0.15967971419088656,False,False,False
6900,0.0395764058327489,1.8282074515470612,45.45072289348248,False,False,-0.15234756730497168,False,False,False
6960,0.0401861409690837,1.7874652127132509,44.829967034536736,False,False,-0.13394093255045902,False,False,False
7020,0.0400174817164187,1.790357113733732,45.39601703857131,False,False,-0.3832310485026653,False,False,False
7080,0.0412814231130567,1.83223507845468,45.15063907586797,False,False,-0.5937706557445495,False,False,False
7140,0.0398085154980215,1.7923298611554213,45.14279508822784,False,False,-0.5174639248743489,False,False,False
7200,0.0391812020059025,1.7849742965033126,45.29202772478215,False,False,-0.29442641927263935,False,False,False
7260,0.040143420507965,1.8254043192007887,45.30542054062094,False,False,-0.43319596266024973,False,False,False
7320,0.0401759973471774,1.836082683552112,45.35395822177325,False,False,-0.19475422203740322,False,False,False
7380,0.0410873500601923,1.7920580310265355,44.9748343189104,False,False,-0.1645620482666459,False,False,False
7440,0.0406680889967316,1.804352819883508,44.998891283867486,False,False,-0.3798641512855738,False,False,False
7500,0.0402854968473196,1.7577833275944004,45.21941300603352,False,False,-0.4499124143130757,False,False,False
7560,0.0411706423129756,1.7535231156691156,45.2585576342316,False,False,-0.26758625184011464,False,False,False
7620,0.0390489895565417,1.841533965106208,45.06374143927976,False,False,-0.37079369740212087,False,False,False
7680,0.0394881987738002,1.8240268713774097,45.44736558469964,False,False,-0.321389954821484,False,False,False
7740,0.0392587392468755,1.8245861156744951,44.38024454372261,False,False,0.013369893444107106,False,False,False
7800,0.0396881521574753,1.8151661348311785,44.92462194300929,False,False,-0.20022962698254787,False,False,False
7860,0.0388986510819549,1.8024949768940075,45.15212081376591,False,False,-0.12894818948763032,False,False,False
7920,0.0405081207574515,1.8376062421044297,44.8662567877556,False,False,-0.11831174913179154,False,False,False
7980,0.0398222218423209,1.8504958730952303,46.11114304307892,False,False,-0.18939236267647175,False,False,False
8040,0.0388233549643978,1.849206312280295,45.30820461344051,False,False,-0.08747090699185378,False,False,False
8100,0.0391875367350339,1.7945579925389168,45.38938818359456,False,False,-0.10228774535273999,False,False,False
8160,0.0402508110779601,1.8748976074150772,45.06161764490244,False,False,-0.13634067798743388,False,False,False
8220,0.0406705012543155,1.8123368768135453,45.29757319310226,False,False,-0.12595259332523767,False,False,False
8280,0.0415973847133534,1.834148314398553,44.70006557554094,False,False,-0.5686702347732222,False,False,False
8340,0.0423310899728058,1.8152327461050837,45.22501344404834,False,False,-0.8040379491362586,False,False,False
8400,0.0403315275466207,1.8133383622041452,44.84364740220156,False,False,-0.5153049744828877,False,False,False
8460,0.0392083695039745,1.7602693925264827,45.17567947852493,False,False,-0.48452793827839,False,False,False
8520,0.0382943629754149,1.8378729452706208,44.03665264215533,False,False,-0.3747260631475484,False,False,False
8580,0.040214169169875,1.9536458973250128,44.75483897548838,False,False,-0.2070065773816765,False,False,False
8640,0.0393496471237517,1.7797610659613357,46.05303343637088,False,False,-0.03533704798901738,False,False,False
8700,0.0396677141918562,1.8038337146329475,45.73849876307106,False,False,0.11484969289493563,False,False,False
8760,0.0395103225607521,1.7759049157252478,45.98504921087847,False,False,0.03931290709373059,False,False,False
8820,0.0398873672908668,1.7736469253156557,46.02161983215987,False,False,0.2797238519290488,False,False,False
8880,0.0408527841846301,1.8834002718184084,45.66648256381022,False,False,0.7033540323269989,False,False,False
8940,0.0401256388539562,1.763659565042717,45.10578416344198,False,False,1.0403449469740735,False,False,False
9000,0.039873092130369,1.7743996544382166,44.8158226874023,False,False,0.8936383792807163,False,False,False
9060,0.0391714769977393,1.7142753875185095,45.91005011766353,False,False,1.0586094761449516,False,False,False
9120,0.0386602536442365,1.7590889668747187,45.371191456535946,False,False,0.8297675523519956,False,False,False
9180,0.0396109536727413,1.7077464057805192,46.58814853193677,False,False,0.8955147137762083,False,False,False
9240,0.0399569739593453,1.8341174537574445,45.16081779014401,False,False,0.9429991521238321,False,False,False
9300,0.0414143439308639,1.9511836499792148,46.33204435994319,False,False,1.0429604455518557,False,False,False
9360,0.0401042196171783,1.780199345142872,45.26943019160865,False,False,1.1761261975110386,False,False,False
9420,0.0407861916088184,1.7099950716185273,46.01808003998944,False,False,0.9932730685743536,False,False,False
9480,0.0396005635211686,1.8485999818792056,46.200631264379886,False,False,0.9658214179204521,False,False,False
9540,0.0390520449868663,1.7607460522177716,44.84304008607687,False,False,0.5603233853081946,False,False,False
9600,0.0392279065902141,1.8701647342498915,45.11424566542536,False,False,0.5197669887768939,False,False,False
9660,0.0394198191483714,1.784770431419343,44.842484746125095,False,False,0.29817830891278163,False,False,False
9720,0.0417027757859481,1.76588195278953,44.746231769248816,False,False,0.41332870815264755,False,False,False
9780,0.0393428906566204,1.790390291989733,45.696967093043966,False,False,0.051678123097929074,False,False,False
9840,0.040670791362989,1.8409199450905545,45.26734913706056,False,False,0.1646048604092556,False,False,False
9900,0.0392776582575303,1.7877192859391946,45.3940761381837,False,False,0.06749596563533089,False,False,False
9960,0.0407452584102994,1.77317686604914,45.64824219847884,False,False,0.18989012105689085,False,False,False
10020,0.0403079607728846,1.789263093439141,44.44365886853831,False,False,0.35500690340494145,False,False,False
10080,0.0398746896818735,1.7313198200369522,46.01796494177786,False,False,0.7854611462343257,False,False,False
10140,0.0399673899790916,1.821439706523875,45.20226451253294,False,False,0.9839888447287564,False,False,False
10200,0.0394761698436564,1.703516763932375,45.64524190172539,False,False,0.6467814800704303,False,False,False
10260,0.0403568577611856,1.7760174414642622,45.69162732262431,False,False,0.5818948020086196,False,False,False
10320,0.0396360132157273,1.84100680127686,46.06889883779552,False,False,0.36611456993936997,False,False,False
10380,0.0390195153889862,1.8163646072783668,45.333301517925655,False,False,0.3080771483924565,False,False,False
10440,0.0389776499405443,1.8318773109412647,44.32614113669927,False,False,0.0053255245933314654,False,False,False
10500,0.0401380703341777,1.7964875336731845,45.41875332735109,False,False,0.03243826238309566,False,False,False
10560,0.0412632730051283,1.8631662937732176,45.492772604108666,False,False,-0.1450530114019557,False,False,False
10620,0.0401279932908587,1.849933756625569,44.87751839986138,False,False,-0.282390624844453,False,False,False
10680,0.0399050893391121,1.8240916142293744,45.47062381105148,False,False,-0.7382912500796124,False,False,False
10740,0.040228660911682,1.8500874719749316,45.21859892087543,False,False,-1.1306460352575556,False,False,False
10800,0.0410448013933654,1.8405228719377933,44.72996081800088,False,False,-0.7816377360294666,False,False,False
10860,0.040175506001091,1.776268970279268,45.73930989455035,False,False,-0.7780524481957087,False,False,False
10920,0.039671258215333,1.727429458768668,45.123934526000376,False,False,-0.6546316375281123,False,False,False
10980,0.0408850309680479,1.8226995547955016,45.20483714848431,False,False,-0.5381283023182846,False,False,False
11040,0.0403430051507692,1.8294888184648967,45.17896698661286,False,False,-0.6993114145070081,False,False,False
11100,0.0412286047935967,1.8588854875214824,46.030225363392056,False,False,-0.5599147645287417,False,False,False
11160,0.0401465875497775,1.749438651147554,45.394257638176846,False,False,-0.3459328515529023,False,False,False
11220,0.0390204247746236,1.7510527227990331,45.456495283740026,False,False,-0.13032287619034832,False,False,False
11280,0.0389054726406034,1.82483461438062,45.19885695067748,False,False,0.12418758129746266,False,False,False
11340,0.041320742345785,1.7961569826019337,45.652838093401705,False,False,0.4081441199453195,False,False,False
11400,0.0413789325766266,1.698168873029159,46.09829336090315,False,False,0.2995307797667266,False,False,False
11460,0.0398563846293739,1.8202558408427263,45.74979439982464,False,False,0.28042399000943874,False,False,False
11520,0.0396934501430912,1.6999691625905964,45.77152712615238,False,False,0.19271377425997116,False,False,False
11580,0.0411691554337937,1.7489561461988377,45.73343840283069,False,False,0.4315609310534114,False,False,False
11640,0.0391143634543652,1.872990794134446,44.7424316326365,False,False,0.41016341734399475,False,False,False
11700,0.0392842183848353,1.898543466961584,44.99672319284608,False,False,0.10927358454736691,False,False,False
11760,0.0405146614357512,1.7343545561025142,45.33451856629966,False,False,-0.2620510800639977,False,False,False
11820,0.0396843159017123,1.7822128569797149,45.07630989625617,False,False,-0.517858924039615,False,False,False
11880,0.0399959025066239,1.8023016162462504,44.90920305952836,False,False,-0.8535623617571986,False,False,False
11940,0.0398692456811803,1.8961862540894048,44.50761335587463,False,False,-0.9162983361278947,False,False,False
12000,0.0402700596390391,1.7733850768174824,44.77266627414642,False,False,-0.577680641649053,False,False,False
12060,0.0411259854890509,1.774248262756203,45.31989775644576,False,False,-0.533928251596322,False,False,False
12120,0.0400724679255213,1.8836311801569945,45.41567700611118,False,False,-0.36881892581784825,False,False,False
12180,0.0405151510346214,1.7797613857532142,45.0560929558589,False,False,-0.3947076954284938,False,False,False
12240,0.0383598623191751,1.838998892284189,45.494312104669376,False,False,-0.10469336986029987,False,False,False
12300,0.0399610252784559,1.720234279883929,45.24016233227714,False,False,0.10403800759486614,False,False,False
12360,0.0393254157837657,1.7907534318190144,46.00459560082182,False,False,0.2859993505359171,False,False,False
12420,0.039024949551661,1.710381770730374,45.38072557952604,False,False,0.2975088831183825,False,False,False
12480,0.039297478106457,1.743006575828392,45.81193355664289,False,False,0.37434128103356556,False,False,False
12540,0.0397327012474393,1.8453168731782223,45.56760465149294,False,False,0.4729867575203315,False,False,False
12600,0.0407327220338848,1.7973051088813177,44.76719190512714,False,False,0.22447529335333627,False,False,False
12660,0.0389388858258083,1.7827682900101394,45.42512799128414,False,False,0.18821986239160537,False,False,False
12720,0.0400245051940755,1.7595675203050305,44.85487468389196,False,False,-0.03091062809888001,False,False,False
12780,0.0396126644533331,1.7880845720449707,45.420855968851406,False,False,-0.12461393713705604,False,False,False
12840,0.0397378615245104,1.816260111023437,45.10458063374809,False,False,-0.07819278613899883,False,False,False
12900,0.0408022062602436,1.8530774751489352,45.670357213509405,False,False,-0.09014313113567596,False,False,False
12960,0.0404304923496031,1.6582420790587726,44.81042818243747,False,False,-0.29556000277301564,False,False,False
13020,0.0410699184859542,1.7550848965898085,45.49118591821385,False,False,-0.28235668022631444,False,False,False
13080,0.0398763954566,1.8085911970782065,45.7722724512593,False,False,-0.26543878422552325,False,False,False
13140,0.0394432459106634,1.7946613917380363,45.94209209903577,False,False,-0.20117501451170483,False,False,False
13200,0.0398209129464956,1.8217823170964431,45.10844008984272,False,False,-0.1830285592612455,False,False,False
13260,0.0401939974330169,1.814447175450834,45.501629109292,False,False,-0.10117537420050837,False,False,False
13320,0.0401412586867629,1.783537135398356,45.58705676404776,False,False,0.32991343200228584,False,False,False
13380,0.0391324895422133,1.7715499274166926,46.270776071766925,False,False,0.3816299073826599,False,False,False
13440,0.0400723918253023,1.786742919554283,44.75877755602404,False,False,0.19767905517298345,False,False,False
13500,0.0401825826641111,1.862032086890428,45.046120968267154,False,False,0.2821687402198023,False,False,False
13560,0.0420139792300271,1.7604715716230914,46.90613314157428,False,False,0.3512829200202816,False,False,False
13620,0.0415014756890253,1.7966084369502264,45.36958290763182,False,False,0.4640385315280895,False,False,False
13680,0.0393174053195529,1.8099004795559148,44.56286429906174,False,False,0.6022316430801169,False,False,False
13740,0.0397700933107606,1.8842589502132208,45.21931578674286,False,False,0.4962811757104646,False,False,False
13800,0.0388292463985304,1.783783354055239,44.12838390208833,False,False,0.45142500396089247,False,False,False
13860,0.0395274343888292,1.851775559424592,45.63551052345216,False,False,0.5906721549258123,False,False,False
13920,0.0402524840028722,1.8665268877763117,45.92217220176676,False,False,0.005648261070291483,False,False,False
13980,0.0409646828967105,1.796557269690505,45.06367828794684,False,False,-0.15562295960089045,False,False,False
14040,0.0394167329298051,1.7886211751298549,45.28637716930903,False,False,-0.16542188739791186,False,False,False
14100,0.0394766828479457,1.7822311017093964,45.98579586252281,False,False,-0.38993930712629776,False,False,False
14160,0.038282168776209,1.7861855507509006,44.65109070681888,False,False,-0.13688449211623777,False,False,False
14220,0.039869867263564,1.846128952471149,44.86764248754572,False,False,-0.30393833346306565,False,False,False
14280,0.0391500684705123,1.8124745387717975,45.41660015719123,False,False,-0.24686568764772687,False,False,False
14340,0.0395764484581071,1.812705644295173,45.15671998371921,False,False,-0.23911605234023625,False,False,False
14400,0.0392985113774659,1.739237930439489,45.38818360811939,False,False,-0.054719007700370526,False,False,False
14460,0.0399245899565979,1.7477555358217374,44.905471551556495,False,False,-0.20862414062854384,False,False,False
14520,0.0385938172869146,1.915746128537957,45.64673310862408,False,False,0.23035920558965017,False,False,False
14580,0.0388263638036872,1.7903974108344107,45.46718947747689,False,False,0.200252832426159,False,False,False
14640,0.0417033976896226,1.7581623122387686,45.81863092158697,False,False,0.28471503564608724,False,False,False
14700,0.0389700619349807,1.877279354941822,45.646465079114165,False,False,0.2564236985108863,False,False,False
14760,0.0391225715372362,1.815217661628912,45.65184001952561,False,False,0.2053602293573107,False,False,False
14820,0.041469530822657,1.831220365510684,44.8275709604161,False,False,0.42572078414259806,False,False,False
14880,0.0423240537353923,1.7925454579347972,45.79925006790717,False,False,0.19036877267473074,False,False,False
14940,0.0390627466969397,1.7827916531088526,45.38975074558607,False,False,0.1748858022626507,False,False,False
15000,0.0397054008345695,1.7908423358851464,45.47411444706705,False,False,0.3380342071286009,False,False,False
15060,0.0402732444407524,1.7253321388038745,46.08377544349083,False,False,0.5225792586726072,False,False,False
15120,0.0413829581155244,1.7952519198913257,45.20215513144055,False,False,-0.010833512673968926,False,False,False
15180,0.0392105143372574,1.8159857861603013,46.23969472833206,False,False,-0.05605219086010038,False,False,False
15240,0.0398037777232463,1.8999250146275628,46.28856986819268,False,False,0.24891308464803785,False,False,False
15300,0.0406218700608494,1.8046439495102815,45.94495409159188,False,False,0.44215280222731224,False,False,False
15360,0.0403478128595733,1.6739544397206436,45.08048112192956,False,False,0.5847634322681472,False,False,False
15420,0.0396990751430159,1.7949247866296305,44.47987455890337,False,False,0.574976254979731,False,False,False
15480,0.0398929416283871,1.9479332231878488,46.114668293250375,False,False,0.49820014380696875,False,False,False
15540,0.038900083353304,1.846783776689192,45.63317302118951,False,False,0.5665450507091379,False,False,False
15600,0.0398094610048202,1.7562119970343362,45.207111409516806,False,False,0.3735259433536555,False,False,False
15660,0.0397868900079928,1.83191975177925,46.168720971208906,False,False,0.0034115464117263627,False,False,False
15720,0.040185735911701,1.759931275055954,45.15339001329577,False,False,0.545993332285974,False,False,False
15780,0.0395557382249447,1.7268943939444696,45.37432147902277,False,False,0.9783837680643614,False,False,False
15840,0.0403772308180361,1.7811880543853602,45.8510739447003,False,False,0.7253234881817292,False,False,False
15900,0.0408101726542558,1.8049424277188983,45.03405700113793,False,False,0.8559060851428342,False,False,False
15960,0.0401243434621347,1.6989036028685969,45.53834761654541,False,False,0.7962854356265012,False,False,False
16020,0.0402814051267193,1.7379453983109137,46.13988631770919,False,False,0.8301701378793922,False,False,False
16080,0.0400425242780622,1.8005581204118473,45.70310275196664,False,False,0.7421990157670848,False,False,False
16140,0.0400000675144731,1.7779586484965966,46.22349020297148,False,False,0.5977943829697807,False,False,False
16200,0.0394227535731657,1.821319808641889,46.16880786796621,False,False,0.5196473161280863,False,False,False
16260,0.0402531954093386,1.7344079103253378,45.60810551057759,False,False,0.548307922749899,False,False,False
16320,0.0399221707212692,1.8385621424218783,44.438095309591645,False,False,0.3308962011177101,False,False,False
16380,0.0416745346471444,1.7360770087587496,45.05580950456626,False,False,0.2683041583283341,False,False,False
16440,0.0412586839219802,1.888707652304632,45.99259236276972,False,False,0.3220794802062983,False,False,False
16500,0.0403086772420452,1.707349052643571,44.8380292508384,False,False,0.09768803331225229,False,False,False
16560,0.0393895542322441,1.7410020693992958,45.45203832109114,False,False,-0.09274783237904671,False,False,False
16620,0.0391100708224132,1.8225380233637187,45.7868545766327,False,False,-0.32996771205047537,False,False,False
16680,0.040952914362471,1.8898685955808725,46.3546292720725,False,False,0.032172626810094584,False,False,False
16740,0.0402101993801177,1.8170123239502731,45.33456373036811,False,False,-0.022716567771865925,False,False,False
16800,0.0403841147227132,1.830394327689849,45.30255937845732,False,False,-0.08365162463574904,False,False,False
16860,0.0386043312104206,1.8009469926903452,45.60031000415471,False,False,-0.06377935959847036,False,False,False
16920,0.0407419507852465,1.7445744834777797,45.80421902671107,False,False,0.09963708092448087,False,False,False
16980,0.0403635362705714,1.7735325291950736,45.55386878251154,False,False,0.1843088796899508,False,False,False
17040,0.0391116554524684,1.7345568751210112,46.15785602505606,False,False,-0.0612958071382792,False,False,False
17100,0.03962278015404,1.730949661740049,45.23587958850249,False,False,0.0359520098495949,False,False,False
17160,0.0402109737634852,1.8216944416432663,45.69776162610981,False,False,0.1730565511993234,False,False,False
17220,0.0400419734386849,1.73934838896725,45.86251716894737,False,False,0.24465590242760982,False,False,False
17280,0.0397662630513571,1.8172559163630613,45.442024063274495,False,False,0.24318734868759861,False,False,False
17340,0.0399172093855472,1.7297015713800608,46.06422509091098,False,False,0.4737864472449189,False,False,False
17400,0.0397984180974344,1.8160046830863048,45.721079047655735,False,False,0.39757893017700496,False,False,False
17460,0.0401220500096819,1.773611141276,46.04325228801426,False,False,0.6010548698586575,False,False,False
17520,0.0411771935783945,1.8759572388171348,45.74811113986611,False,False,0.6243644343976058,False,False,False
